Cultivar	Alcohol	MalicAcid	Ash	Magnesium	Color	phenol/flav	value
2	11.84	0.89	2.58	94	3.05	NonflavPhenols	0.22
2	12.67	0.98	2.24	99	2.62	NonflavPhenols	0.3
2	12.16	1.61	2.31	90	2.45	NonflavPhenols	0.43
2	11.65	1.67	2.62	88	2.6	NonflavPhenols	0.4
2	11.64	2.06	2.46	84	2.8	NonflavPhenols	0.48
2	12.08	1.33	2.3	70	1.74	NonflavPhenols	0.42
2	12.08	1.83	2.32	81	2.4	NonflavPhenols	0.52
2	12	1.51	2.42	86	3.6	NonflavPhenols	0.5
2	12.69	1.53	2.26	80	3.05	NonflavPhenols	0.58
2	12.29	2.83	2.22	88	2.15	NonflavPhenols	0.25
2	11.62	1.99	2.28	98	3.25	NonflavPhenols	0.17
2	12.47	1.52	2.2	162	2.6	NonflavPhenols	0.32
2	11.81	2.12	2.74	134	2.5	NonflavPhenols	0.14
2	12.29	1.41	1.98	85	2.9	NonflavPhenols	0.29
2	12.37	1.07	2.1	88	4.5	NonflavPhenols	0.24
2	12.29	3.17	2.21	88	2.3	NonflavPhenols	0.45
2	12.08	2.08	1.7	97	3.3	NonflavPhenols	0.26
2	12.6	1.34	1.9	88	2.45	NonflavPhenols	0.29
2	12.34	2.45	2.46	98	2.8	NonflavPhenols	0.34
2	11.82	1.72	1.88	86	2.06	NonflavPhenols	0.37
2	12.51	1.73	1.98	85	2.94	NonflavPhenols	0.32
2	12.42	2.55	2.27	90	2.7	NonflavPhenols	0.66
2	12.25	1.73	2.12	80	3.4	NonflavPhenols	0.37
2	12.72	1.75	2.28	84	3.3	NonflavPhenols	0.48
2	12.22	1.29	1.94	92	2.7	NonflavPhenols	0.39
2	11.61	1.35	2.7	94	2.65	NonflavPhenols	0.29
2	11.46	3.74	1.82	107	2.9	NonflavPhenols	0.24
2	12.52	2.43	2.17	88	2	NonflavPhenols	0.26
2	11.76	2.68	2.92	103	3.8	NonflavPhenols	0.6
2	11.41	0.74	2.5	88	3.08	NonflavPhenols	0.42
2	12.08	1.39	2.5	84	2.9	NonflavPhenols	0.43
2	11.03	1.51	2.2	85	1.9	NonflavPhenols	0.52
2	11.82	1.47	1.99	86	1.95	NonflavPhenols	0.3
2	12.42	1.61	2.19	108	2.06	NonflavPhenols	0.34
2	12.77	3.43	1.98	80	3.4	NonflavPhenols	0.43
2	12	3.43	2	87	1.28	NonflavPhenols	0.37
2	11.45	2.4	2.42	96	3.25	NonflavPhenols	0.32
2	11.56	2.05	3.23	119	6	NonflavPhenols	0.47
2	12.42	4.43	2.73	102	2.08	NonflavPhenols	0.43
2	13.05	5.8	2.13	86	2.6	NonflavPhenols	0.3
2	11.87	4.31	2.39	82	2.8	NonflavPhenols	0.21
2	12.07	2.16	2.17	85	2.76	NonflavPhenols	0.37
2	12.43	1.53	2.29	86	3.94	NonflavPhenols	0.39
2	11.79	2.13	2.78	92	3	NonflavPhenols	0.58
2	12.37	1.63	2.3	88	2.12	NonflavPhenols	0.4
2	12.04	4.3	2.38	80	2.6	NonflavPhenols	0.42
3	12.86	1.35	2.32	122	4.1	NonflavPhenols	0.21
3	12.88	2.99	2.4	104	5.4	NonflavPhenols	0.24
3	12.81	2.31	2.4	98	5.7	NonflavPhenols	0.27
3	12.7	3.55	2.36	106	5	NonflavPhenols	0.17
3	12.51	1.24	2.25	85	5.45	NonflavPhenols	0.6
3	12.6	2.46	2.2	94	7.1	NonflavPhenols	0.63
3	12.25	4.72	2.54	89	3.85	NonflavPhenols	0.53
3	12.53	5.51	2.64	96	5	NonflavPhenols	0.63
3	13.49	3.59	2.19	88	5.7	NonflavPhenols	0.58
3	12.84	2.96	2.61	101	4.92	NonflavPhenols	0.53
3	12.93	2.81	2.7	96	4.6	NonflavPhenols	0.53
3	13.36	2.56	2.35	89	5.6	NonflavPhenols	0.37
3	13.52	3.17	2.72	97	4.35	NonflavPhenols	0.5
3	13.62	4.95	2.35	92	4.4	NonflavPhenols	0.47
3	12.25	3.88	2.2	112	8.21	NonflavPhenols	0.29
3	13.16	3.57	2.15	102	4	NonflavPhenols	0.43
3	13.88	5.04	2.23	80	4.9	NonflavPhenols	0.4
3	12.87	4.61	2.48	86	7.65	NonflavPhenols	0.47
3	13.32	3.24	2.38	92	8.42	NonflavPhenols	0.45
3	13.08	3.9	2.36	113	9.4	NonflavPhenols	0.34
3	13.5	3.12	2.62	123	8.6	NonflavPhenols	0.22
3	12.79	2.67	2.48	112	10.8	NonflavPhenols	0.24
3	13.11	1.9	2.75	116	7.1	NonflavPhenols	0.26
3	13.23	3.3	2.28	98	10.52	NonflavPhenols	0.61
3	12.58	1.29	2.1	103	7.6	NonflavPhenols	0.53
3	13.17	5.19	2.32	93	7.9	NonflavPhenols	0.61
3	13.84	4.12	2.38	89	9.01	NonflavPhenols	0.48
3	12.45	3.03	2.64	97	7.5	NonflavPhenols	0.63
3	14.34	1.68	2.7	98	13	NonflavPhenols	0.53
3	13.48	1.67	2.64	89	11.75	NonflavPhenols	0.52
3	12.36	3.83	2.38	88	7.65	NonflavPhenols	0.5
3	13.69	3.26	2.54	107	5.88	NonflavPhenols	0.5
3	12.85	3.27	2.58	106	5.58	NonflavPhenols	0.6
3	12.96	3.45	2.35	106	5.28	NonflavPhenols	0.4
3	13.78	2.76	2.3	90	9.58	NonflavPhenols	0.41
3	13.73	4.36	2.26	88	6.62	NonflavPhenols	0.52
3	13.45	3.7	2.6	111	10.68	NonflavPhenols	0.43
3	12.82	3.37	2.3	88	10.26	NonflavPhenols	0.4
3	13.58	2.58	2.69	105	8.66	NonflavPhenols	0.39
3	13.4	4.6	2.86	112	8.5	NonflavPhenols	0.27
3	12.2	3.03	2.32	96	5.5	NonflavPhenols	0.4
3	12.77	2.39	2.28	86	9.899999	NonflavPhenols	0.48
3	14.16	2.51	2.48	91	9.7	NonflavPhenols	0.44
3	13.71	5.65	2.45	95	7.7	NonflavPhenols	0.52
3	13.4	3.91	2.48	102	7.3	NonflavPhenols	0.43
3	13.27	4.28	2.26	120	10.2	NonflavPhenols	0.43
3	13.17	2.59	2.37	120	9.3	NonflavPhenols	0.53
3	14.13	4.1	2.74	96	9.2	NonflavPhenols	0.56
